#{"t_start": 1644413010.7135012, "env_id": "LunarLanderContinuous-v2"}
r,l,t
299.626209,167,4728.636764
263.723343,155,4729.019658
251.815916,158,4729.510294
280.966952,180,4730.081454
273.201297,157,4730.386348
263.830587,183,4730.916158
267.094698,165,4731.464947
273.025166,205,4732.095761
280.203091,541,4733.648323
269.374454,164,4734.227153
270.121963,151,4734.517717
256.37664,288,4735.479336
273.634745,180,4736.08534
267.900113,153,4736.390092
270.669359,196,4736.955178
300.81419,164,4737.478079
220.94178,261,4738.38248
252.813067,159,4738.677932
270.239611,155,4739.25504
253.083748,158,4739.551962
289.910167,211,4740.144849
303.674884,189,4740.671902
269.043198,143,4741.206056
294.67874,238,4741.774775
81.452682,118,4742.142343
255.657405,321,4743.270163
274.998086,192,4743.598597
324.515317,159,4744.176159
282.068551,259,4745.027713
222.383099,501,4748.62718
266.182997,189,4749.270325
246.294569,167,4749.573246
194.573652,1000,4752.859061
253.288002,160,4753.428972
59.108155,123,4753.695781
270.482453,174,4754.303153
44.704202,121,4754.583577
273.398349,158,4755.213856
279.71845,197,4755.745895
50.436379,154,4756.128027
260.553207,360,4757.336837
269.446526,493,4758.896302
254.364951,163,4759.237349
277.244351,165,4759.722206
278.992112,324,4760.659876
295.444306,220,4761.300204
278.697347,216,4762.133071
279.945516,246,4762.710368
263.306519,352,4763.897109
283.880747,156,4764.290511
267.894454,180,4764.808474
283.22563,230,4765.464306
270.563067,173,4765.996186
255.541531,391,4767.22068
251.343055,175,4767.718792
22.958528,132,4768.080172
56.754822,112,4768.358976
-35.756657,104,4768.617169
-47.177366,95,4768.882378
50.043591,118,4769.208576
-55.20211,116,4769.479261
264.669808,209,4770.101698
269.191585,177,4770.625347
10.00975,121,4770.906924
256.68177,160,4771.468242
277.735677,225,4772.145845
282.186573,189,4772.712617
273.528932,192,4773.309725
256.612433,195,4773.824093
-75.749901,100,4774.144761
303.465987,187,4774.692293
300.527507,242,4775.545587
300.397483,240,4776.538721
12.518928,131,4776.846658
244.554768,228,4777.524777
273.139504,189,4778.172672
273.14182,186,4778.83272
-54.906085,117,4780.987368
278.354763,331,4782.314074
264.879733,167,4782.63523
169.107318,1000,4785.87758
223.391801,546,4788.335171
14.994397,148,4788.664791
299.129507,204,4789.361144
261.634313,166,4789.874697
-68.978448,101,4790.227308
261.456981,174,4790.799433
274.209655,233,4791.564931
-229.454168,270,4792.56551
275.524138,163,4792.887355
-350.486148,252,4793.880316
307.583255,210,4794.610183
270.171257,224,4795.296128
244.902099,235,4795.932348
-274.404962,284,4797.070886
254.523323,263,4798.017843
270.583141,305,4798.955214
270.642783,195,4799.539492
244.12399,304,4800.497899
278.180677,163,4801.07055
283.218977,229,4801.636765
262.571828,182,4802.25324
261.466631,190,4802.791169
-169.127448,92,4803.100449
254.98477,399,4804.400162
277.467723,154,4804.692149
265.741408,187,4805.351483
244.355498,165,4805.897826
-37.927999,99,4806.261399
274.57968,169,4806.589677
-75.090269,103,4806.877247
270.716516,172,4807.519518
-157.977621,93,4807.779977
287.772815,223,4808.483413
-201.787947,97,4808.789415
257.055539,170,4809.409492
-25.944829,94,4809.670507
261.080909,153,4809.999222
10.496894,113,4810.355023
299.255184,184,4810.921951
262.534242,165,4811.595335
-63.838874,107,4811.850592
274.787342,213,4812.521297
300.535872,196,4813.133399
269.777925,640,4816.899804
271.160974,267,4817.811149
254.116823,231,4818.482549
-262.400589,108,4818.930655
293.597564,245,4819.558906
150.60455,583,4821.672222
272.311531,181,4822.285625
16.330416,163,4822.58345
254.188438,163,4823.189059
-105.580481,110,4823.465763
52.771648,109,4823.741357
-31.427417,112,4824.069901
257.481793,179,4824.639143
-103.207156,106,4824.905349
267.735387,417,4826.29505
264.250597,387,4827.58996
272.387795,163,4828.20218
-193.631445,91,4828.464446
237.262476,229,4829.09306
214.486796,290,4830.022644
246.348189,585,4831.989475
243.346257,167,4832.421157
195.877031,226,4833.305715
-189.163865,98,4833.55955
65.356478,130,4833.840265
231.202157,196,4834.446166
16.455896,87,4834.69997
281.026029,206,4835.322168
202.689454,313,4836.318131
275.477897,186,4836.850247
292.446845,175,4837.471052
217.12964,264,4838.172243
-19.994511,109,4838.428187
238.30152,196,4838.979279
-93.503553,102,4839.318639
241.505261,603,4841.431311
-642.077685,129,4841.995352
-26.481781,1000,4845.887586
253.281534,162,4846.265233
279.321824,161,4846.766807
36.190731,130,4847.082132
-315.392672,124,4849.091628
266.094305,212,4849.634037
-47.411291,100,4849.887475
232.107666,177,4850.491939
-147.297254,250,4851.363215
277.48464,178,4851.671332
-4.529274,92,4851.934839
276.967874,189,4852.5677
-14.481263,118,4852.852758
287.895035,152,4853.405096
12.703738,119,4853.655786
255.438204,168,4854.23075
-313.414316,277,4855.214755
286.544267,176,4855.539736
270.498295,177,4856.061244
291.732083,206,4856.665374
-378.50006,553,4858.792824
275.109645,229,4859.415259
7.528116,103,4859.668654
260.571848,162,4860.21696
234.450793,189,4860.748516
-189.610154,192,4861.189373
260.670268,189,4861.700331
215.013822,197,4862.333895
277.980996,196,4862.831921
18.78023,114,4863.159878
40.292718,114,4863.628938
225.382908,254,4864.33922
260.755616,175,4864.844575
242.240937,169,4865.413635
172.165989,371,4866.458852
236.386934,248,4867.346717
28.80257,120,4867.603598
1.905747,100,4867.867852
8.034792,107,4868.214584
-121.313317,592,4870.347514
35.578426,92,4870.604338
29.551945,102,4870.87449
284.682581,182,4871.484668
297.157515,182,4872.009881
254.491719,230,4872.621979
289.203653,233,4873.309256
207.037778,327,4874.291029
34.012797,135,4874.76855
296.605409,191,4875.39237
246.399584,179,4875.709145
259.386759,366,4876.921313
254.146316,301,4877.880317
250.87815,172,4878.459757
10.800755,94,4878.697896
277.274249,237,4881.099541
253.044814,168,4881.615714
246.760275,174,4882.195204
236.516273,498,4883.839017
276.488757,237,4884.499881
255.699464,145,4884.779519
260.356988,491,4886.379642
273.32892,207,4886.918802
256.682478,237,4887.766785
257.030229,396,4888.980854
263.36413,174,4889.391613
245.70966,205,4890.209292
-214.79617,303,4891.118548
264.986361,194,4891.516558
279.879396,262,4892.43216
247.740117,233,4892.996505
272.874931,178,4893.59117
247.920786,189,4894.171592
254.061598,251,4894.917449
289.170736,215,4895.602701
206.50884,323,4896.663936
279.913348,457,4898.104913
289.611098,184,4898.45374
253.447451,243,4899.349543
116.850637,1000,4902.825549
293.469288,348,4903.820453
248.954947,182,4904.397685
256.786309,338,4905.534027
223.298803,879,4908.570221
231.617429,339,4909.815831
233.259335,398,4911.302192
7.198129,109,4911.567542
92.746279,1000,4917.924885
222.730869,379,4919.287956
211.906669,283,4919.849786
273.598721,425,4921.478866
-50.9004,1000,4926.452831
-23.412023,1000,4932.469702
307.536557,244,4933.052231
258.021312,262,4933.910131
285.319974,232,4934.558243
262.658192,222,4935.178178
225.173683,235,4935.934876
284.333352,548,4937.873316
7.922191,1000,4943.022854
-7.240851,1000,4947.384228
249.897333,436,4948.727023
244.293396,371,4950.138208
239.925839,204,4950.754954
-13.16531,1000,4954.379856
318.888818,440,4955.826284
256.517185,336,4958.735586
297.496441,658,4960.990216
227.652642,653,4963.327727
279.559846,284,4964.219104
297.762967,779,4967.006241
-61.547003,1000,4971.665293
274.58418,136,4971.941509
228.057492,742,4974.617901
244.146079,228,4975.45134
251.699155,171,4975.749826
202.855914,967,4978.959888
245.018913,846,4982.476973
252.416327,153,4982.776708
278.554921,188,4983.435094
276.712496,154,4983.902802
13.218396,114,4984.262961
278.738578,153,4984.544872
288.950619,228,4985.108118
260.8679,237,4985.976614
271.962432,289,4986.897486
263.968162,849,4989.639786
39.562874,84,4989.88939
289.219542,581,4991.758323
276.56491,231,4992.424871
248.670989,225,4994.823926
-9.742886,1000,5000.681833
246.754191,237,5001.556497
276.733189,231,5002.17686
-117.935563,333,5003.103871
254.587362,285,5004.021928
204.045675,440,5005.702646
248.043645,157,5005.990584
293.599091,154,5006.587525
307.769913,145,5006.885962
-6.575228,1000,5012.548029
293.99603,531,5014.383218
261.54197,196,5014.891086
273.760623,200,5015.5213
291.586357,246,5016.169357
293.635645,156,5016.738944
254.063148,379,5017.863467
302.659786,251,5018.734679
258.734222,194,5019.340915
1.142232,125,5019.62197
-32.206421,1000,5023.657204
240.637872,176,5024.270117
278.432788,131,5024.541692
217.743286,315,5025.603501
311.404286,261,5026.473169
265.489558,157,5026.768714
271.72957,197,5027.394589
135.902999,1000,5030.585562
278.653898,262,5031.513138
246.809239,244,5033.869495
251.417929,196,5034.450409
290.925549,200,5034.968284
263.134321,368,5036.151567
274.52472,208,5036.74593
287.772586,173,5037.345786
269.313954,173,5037.863931
-67.593374,1000,5041.941535
261.914447,177,5042.344289
309.922909,225,5043.122112
262.447654,153,5043.538392
267.83187,248,5044.474154
294.240952,200,5045.036371
261.97033,152,5045.467735
275.247727,915,5048.551234
304.278709,185,5049.060417
274.629111,176,5049.654935
265.766547,177,5050.213036
279.628333,158,5050.574861
38.869343,125,5051.027537
275.101002,179,5051.444636
308.282442,319,5052.613867
160.099902,1000,5056.946155
259.763513,192,5057.353955
250.773997,343,5058.522841
-32.151158,1000,5062.403211
272.846423,168,5062.916799
256.706165,257,5063.581484
249.178338,533,5065.539932
267.09731,298,5066.518734
276.63542,145,5066.998086
268.03877,193,5069.3668
286.051885,192,5069.901678
292.947422,153,5070.264938
277.203492,208,5070.837357
267.756185,175,5071.417925
261.202429,182,5071.928809
282.950304,146,5072.311695
267.563908,147,5072.779465
279.725139,313,5073.657956
246.62133,184,5074.16714
249.714644,419,5075.490566
251.569444,730,5078.001104
287.09567,180,5078.5919
281.770301,136,5078.869821
289.536855,285,5079.747143
272.243223,158,5080.258975
198.802807,581,5082.375962
265.994504,154,5082.682664
-5.479152,183,5083.215084
263.466591,317,5084.103845
287.803858,143,5084.664828
308.48231,212,5085.237664
249.647611,161,5085.542653
289.707418,143,5086.023569
284.051405,365,5087.078145
264.017965,144,5087.627681
248.155438,161,5088.095802
281.971873,161,5088.472414
-205.602003,321,5089.517136
279.19521,221,5090.336442
262.335322,160,5090.668619
245.998773,606,5092.76593
277.059265,337,5093.965673
237.418507,512,5095.62235
260.855558,160,5095.926986
6.188715,1000,5100.352241
266.476919,183,5100.862332
257.243055,148,5103.256979
257.337909,164,5103.551709
251.85013,267,5104.396085
-53.360307,1000,5108.196821
221.084799,384,5109.493713
280.603574,134,5109.775193
287.729655,255,5110.680505
272.987203,183,5110.99367
292.640858,147,5111.53819
287.850239,137,5111.815482
-26.962057,1000,5116.194572
-32.81637,1000,5120.968775
253.561969,147,5121.574739
284.488728,185,5122.109235
269.809439,152,5122.481951
267.264955,165,5122.968188
293.653448,295,5123.899469
263.596162,179,5124.494142
-225.444013,335,5125.53332
245.894552,177,5126.064593
278.610977,194,5126.640622
-415.298087,489,5128.411008
305.52758,205,5128.959449
288.60287,176,5129.353136
274.174452,175,5129.869931
261.585352,234,5130.563259
-316.818064,547,5132.873013
280.47971,312,5133.848825
294.984464,203,5134.467301
271.048719,184,5135.0016
301.599202,265,5135.923489
285.245456,150,5136.290623
266.519025,179,5136.879709
262.782041,369,5140.163041
265.156055,182,5140.550611
278.653987,195,5141.086255
281.862794,192,5141.694847
249.851445,158,5142.176745
281.247005,199,5142.787987
292.249603,323,5143.76501
247.584502,180,5144.36443
276.389704,173,5144.872574
269.425592,183,5145.259814
47.187472,118,5145.744568
285.99822,171,5146.061432
285.487737,175,5146.644265
-289.913465,332,5147.714384
269.208168,173,5148.242938
287.271209,187,5148.758896
300.581094,319,5149.726153
226.566609,737,5152.68894
291.992795,163,5153.213422
270.357166,414,5154.476299
264.327657,183,5154.982205
258.447199,183,5155.59322
280.862962,269,5156.508719
281.698498,295,5157.420465
263.005582,186,5157.741195
-115.621881,426,5159.448188
290.316752,294,5160.382923
272.288127,153,5160.673786
274.028943,150,5161.166186
-165.879842,264,5161.885395
294.715676,165,5162.484281
265.156145,219,5163.032694
276.107571,146,5163.618085
190.516176,437,5165.012939
230.391521,165,5165.583037
-37.406345,288,5166.343317
251.2973,178,5166.848298
287.117119,245,5167.745638
-220.41112,492,5169.504908
262.130433,160,5169.7931
274.093944,185,5170.386718
276.489079,223,5170.922081
284.043513,165,5173.327466
-262.299141,200,5173.877428
273.325539,164,5174.436778
280.933182,192,5174.962313
260.576708,184,5175.373903
284.908392,204,5175.90106
273.303883,170,5176.488408
63.527867,126,5176.761855
286.500854,185,5177.342199
280.765612,183,5177.844148
280.216896,146,5178.127377
-232.260763,415,5179.694816
268.948878,182,5180.009576
278.211528,168,5180.59751
274.788306,226,5181.164631
251.566174,167,5181.733206
273.25132,159,5182.315232
289.089503,201,5182.872433
286.586196,199,5183.485472
292.007389,168,5183.794655
262.875468,157,5184.357195
182.687916,525,5185.94582
276.487392,178,5186.536152
267.053065,170,5187.020462
265.737244,147,5187.397211
300.769891,207,5187.9502
289.872743,186,5188.540851
244.190744,156,5189.016814
303.361267,198,5189.60889
268.359188,619,5191.50952
61.286016,128,5191.773308
-62.917774,184,5192.390953
21.525249,122,5192.633618
287.659977,208,5193.134444
267.650324,177,5193.738513
297.412588,210,5194.297795
234.126618,158,5194.799749
276.294379,244,5195.471701
264.061331,195,5195.988309
259.941,392,5197.604461
49.581636,117,5197.958405
281.812463,163,5198.578004
43.354836,1000,5204.479576
263.85191,211,5205.072628
238.324268,324,5208.015084
298.601914,314,5208.985538
272.218425,346,5210.315629
36.769109,142,5210.671566
-158.817185,372,5211.917387
183.735021,321,5212.897714
-270.50569,482,5214.653625
240.652835,560,5216.315775
277.39995,203,5217.051834
281.952781,174,5217.439417
263.621359,166,5217.952361
280.951298,226,5218.62331
252.045086,201,5219.158294
266.104812,259,5220.050435
295.507603,170,5220.455152
-39.551212,1000,5225.554796
26.159634,135,5226.04298
206.189637,417,5227.314068
268.047261,318,5228.243026
292.690831,264,5229.108551
282.286474,167,5229.528022
275.281402,320,5230.696321
259.76639,204,5231.265895
291.618447,178,5231.611326
233.454693,222,5232.433919
307.377568,211,5233.004787
266.445657,178,5233.579275
254.566875,432,5234.900838
252.185824,375,5236.119088
264.46816,868,5239.347758
305.902195,260,5240.14939
289.045674,162,5240.746177
252.93658,167,5241.048646
266.837483,178,5243.518413
298.622236,221,5244.065574
277.494649,237,5244.870012
292.621638,136,5245.139254
268.101236,151,5245.533059
289.604668,367,5246.803991
295.7858,181,5247.387639
268.937782,445,5248.788204
212.725659,228,5249.63713
268.499673,151,5249.911073
286.779597,194,5250.522418
303.211967,192,5251.06847
274.232755,165,5251.654613
302.02975,178,5251.981124
292.567644,501,5253.609225
225.274555,235,5254.445618
301.605852,157,5254.751738
283.735463,524,5256.654994
300.509228,177,5257.005047
297.480675,198,5257.648991
287.124606,142,5258.131023
284.627892,151,5258.511155
269.737256,182,5259.037464
257.000268,198,5259.639554
273.392941,140,5260.092138
299.232434,170,5260.491154
311.71688,184,5261.020626
152.110075,1000,5264.402448
235.561989,163,5264.926317
278.149856,197,5265.526253
270.921206,172,5265.829806
267.076169,218,5266.666586
270.699686,225,5267.236193
288.520382,190,5267.843987
284.902089,290,5268.809529
281.918084,685,5270.922762
282.090202,173,5271.522105
270.236227,161,5272.00541
258.114157,170,5272.590811
245.775263,153,5272.88822
280.74343,145,5273.184391
270.861806,144,5273.756066
278.72569,381,5276.857309
298.900805,211,5277.533199
288.683198,167,5278.039962
286.103867,411,5279.377724
284.48179,202,5279.897152
278.05697,351,5280.870612
269.997119,209,5281.495188
306.99375,368,5282.685641
271.198593,335,5283.643728
250.771441,159,5284.107002
290.774403,546,5285.76695
287.438992,375,5286.965878
266.968048,194,5287.593454
274.880516,171,5288.160893
167.947098,1000,5292.941514
280.907625,217,5293.571762
158.766812,604,5295.689357
240.110288,216,5296.274638
293.288806,534,5297.978259
261.379218,176,5298.581538
305.567726,157,5299.06203
292.890703,202,5299.670806
260.214164,189,5300.180862
279.71154,593,5302.423809
286.999986,181,5302.786985
287.419843,182,5303.360659
276.527052,162,5303.924227
265.690563,190,5304.519658
263.159352,187,5305.052648
255.010603,141,5305.386849
263.071381,287,5306.295049
288.846583,595,5308.193925
285.754599,159,5308.603349
